id,name,duration,artist_id,artist_name,artist_idstr,album_name,album_id,license_ccurl,position,releasedate,album_image,audio,audiodownload,prourl,shorturl,shareurl,audiodownload_allowed,content_id_free,image,musicinfo
238,Realaze - Must wake up,394,15,Various Artists,va,CD KDO-PYLEFT,32,,7,2004-12-28,https://usercontent.jamendo.com?type=album&id=32&width=300&trackid=238,https://prod-1.storage.jamendo.com/?trackid=238&format=mp32&from=S%2BOIyQn0THbPprX0EHl4Pw%3D%3D%7CBJza3lNvAt2Q1u7vib%2FjAw%3D%3D,https://prod-1.storage.jamendo.com/download/track/238/mp32/,,https://jamen.do/t/238,https://www.jamendo.com/track/238,True,False,https://usercontent.jamendo.com?type=album&id=32&width=300&trackid=238,"{'vocalinstrumental': 'instrumental', 'speed': 'medium', 'tags': {'genres': [], 'instruments': [], 'vartags': []}}"
239,Silence - Electro 2,223,15,Various Artists,va,CD KDO-PYLEFT,32,,8,2004-12-28,https://usercontent.jamendo.com?type=album&id=32&width=300&trackid=239,https://prod-1.storage.jamendo.com/?trackid=239&format=mp32&from=Dd04PRSncHPSjyHbtcSQ5w%3D%3D%7CYnyAbg1eexfqOz9dHG5ddA%3D%3D,https://prod-1.storage.jamendo.com/download/track/239/mp32/,,https://jamen.do/t/239,https://www.jamendo.com/track/239,True,False,https://usercontent.jamendo.com?type=album&id=32&width=300&trackid=239,"{'vocalinstrumental': 'instrumental', 'speed': 'medium', 'tags': {'genres': [], 'instruments': [], 'vartags': []}}"
240,Lacrymosa Industry - Vampyre's son,233,15,Various Artists,va,CD KDO-PYLEFT,32,,9,2004-12-28,https://usercontent.jamendo.com?type=album&id=32&width=300&trackid=240,https://prod-1.storage.jamendo.com/?trackid=240&format=mp32&from=7Hyq5U53bAVrupTKkVZvLg%3D%3D%7C4bO3jbFjF462e65bJZZNmw%3D%3D,https://prod-1.storage.jamendo.com/download/track/240/mp32/,,https://jamen.do/t/240,https://www.jamendo.com/track/240,True,False,https://usercontent.jamendo.com?type=album&id=32&width=300&trackid=240,"{'vocalinstrumental': 'vocal', 'gender': 'female', 'speed': 'medium', 'tags': {'genres': [], 'instruments': [], 'vartags': []}}"
241,Simple Exercice,340,5,Both,both,Simple Exercice,33,,1,2004-12-28,https://usercontent.jamendo.com?type=album&id=33&width=300&trackid=241,https://prod-1.storage.jamendo.com/?trackid=241&format=mp32&from=%2FML7c98r%2BdE3EczKNNzZ3A%3D%3D%7CV8MBXP1GSVayaQK4mcW77g%3D%3D,https://prod-1.storage.jamendo.com/download/track/241/mp32/,,https://jamen.do/t/241,https://www.jamendo.com/track/241,True,False,https://usercontent.jamendo.com?type=album&id=33&width=300&trackid=241,"{'vocalinstrumental': 'vocal', 'lang': 'en', 'gender': 'male', 'acousticelectric': 'electric', 'speed': 'medium', 'tags': {'genres': ['rock'], 'instruments': [], 'vartags': ['happy']}}"
242,Réveille le Hippie,248,5,Both,both,Simple Exercice,33,,2,2004-12-28,https://usercontent.jamendo.com?type=album&id=33&width=300&trackid=242,https://prod-1.storage.jamendo.com/?trackid=242&format=mp32&from=BVGHXnESwKFVFKbd3sCpVA%3D%3D%7ClyyypyKL2F%2BbAd1khUA2kw%3D%3D,https://prod-1.storage.jamendo.com/download/track/242/mp32/,,https://jamen.do/t/242,https://www.jamendo.com/track/242,True,False,https://usercontent.jamendo.com?type=album&id=33&width=300&trackid=242,"{'vocalinstrumental': 'vocal', 'lang': 'fr', 'gender': 'male', 'acousticelectric': 'electric', 'speed': 'medium', 'tags': {'genres': ['rock'], 'instruments': [], 'vartags': []}}"
243,The Monster,249,5,Both,both,Simple Exercice,33,,3,2004-12-28,https://usercontent.jamendo.com?type=album&id=33&width=300&trackid=243,https://prod-1.storage.jamendo.com/?trackid=243&format=mp32&from=MuIGCs%2BdltfLHuDWx2UjCw%3D%3D%7CXFJ%2BU3J4HOOb81kvjwFcGw%3D%3D,https://prod-1.storage.jamendo.com/download/track/243/mp32/,,https://jamen.do/t/243,https://www.jamendo.com/track/243,True,False,https://usercontent.jamendo.com?type=album&id=33&width=300&trackid=243,"{'vocalinstrumental': 'vocal', 'gender': 'female', 'speed': 'medium', 'tags': {'genres': ['rock'], 'instruments': [], 'vartags': ['neutral', 'undefined']}}"
244,Qui Déchante,270,5,Both,both,Simple Exercice,33,,4,2004-12-28,https://usercontent.jamendo.com?type=album&id=33&width=300&trackid=244,https://prod-1.storage.jamendo.com/?trackid=244&format=mp32&from=L6DgPHYrvB%2FgEMtnAjd6hw%3D%3D%7CwDbWYC9LfLPf2pO2ZxHOlg%3D%3D,https://prod-1.storage.jamendo.com/download/track/244/mp32/,,https://jamen.do/t/244,https://www.jamendo.com/track/244,True,False,https://usercontent.jamendo.com?type=album&id=33&width=300&trackid=244,"{'vocalinstrumental': 'vocal', 'gender': 'female', 'acousticelectric': 'electric', 'speed': 'high', 'tags': {'genres': ['rock'], 'instruments': [], 'vartags': []}}"
245,J.E.T. Apostrophe A.I.M.E,155,5,Both,both,Simple Exercice,33,,5,2004-12-28,https://usercontent.jamendo.com?type=album&id=33&width=300&trackid=245,https://prod-1.storage.jamendo.com/?trackid=245&format=mp32&from=4rULgLD0r1IyNUwiYjZ52A%3D%3D%7CiQB%2BlxR85YC7nICg0%2Fwshg%3D%3D,https://prod-1.storage.jamendo.com/download/track/245/mp32/,,https://jamen.do/t/245,https://www.jamendo.com/track/245,True,False,https://usercontent.jamendo.com?type=album&id=33&width=300&trackid=245,"{'vocalinstrumental': 'vocal', 'lang': 'fr', 'gender': 'male', 'acousticelectric': 'electric', 'speed': 'medium', 'tags': {'genres': ['rock'], 'instruments': [], 'vartags': ['neutral', 'undefined']}}"
246,Take Up Arms,239,5,Both,both,Simple Exercice,33,,6,2004-12-28,https://usercontent.jamendo.com?type=album&id=33&width=300&trackid=246,https://prod-1.storage.jamendo.com/?trackid=246&format=mp32&from=fm1H%2FbX7pJ3ewdI8TtZ%2F5Q%3D%3D%7CLWvvZwXf%2BoCe%2BsNSgEZy6Q%3D%3D,https://prod-1.storage.jamendo.com/download/track/246/mp32/,,https://jamen.do/t/246,https://www.jamendo.com/track/246,True,False,https://usercontent.jamendo.com?type=album&id=33&width=300&trackid=246,"{'vocalinstrumental': 'vocal', 'gender': 'female', 'acousticelectric': 'electric', 'speed': 'medium', 'tags': {'genres': ['rock'], 'instruments': [], 'vartags': ['neutral', 'undefined']}}"
247,Je le veux aussi,85,5,Both,both,Simple Exercice,33,,7,2004-12-28,https://usercontent.jamendo.com?type=album&id=33&width=300&trackid=247,https://prod-1.storage.jamendo.com/?trackid=247&format=mp32&from=rDGFh5jg4x7bG2kLGeMwQg%3D%3D%7CjVbPDqsBYHqeSE6QqcULTw%3D%3D,https://prod-1.storage.jamendo.com/download/track/247/mp32/,,https://jamen.do/t/247,https://www.jamendo.com/track/247,True,False,https://usercontent.jamendo.com?type=album&id=33&width=300&trackid=247,"{'vocalinstrumental': 'vocal', 'lang': 'fr', 'gender': 'male', 'acousticelectric': 'acoustic', 'speed': 'medium', 'tags': {'genres': ['pop', 'rock'], 'instruments': [], 'vartags': []}}"
271,Beastie Boys - Now Get Busy,146,15,Various Artists,va,The WIRED CD : Rip. Sample. Mash. Share.,35,,1,2005-01-09,https://usercontent.jamendo.com?type=album&id=35&width=300&trackid=271,https://prod-1.storage.jamendo.com/?trackid=271&format=mp32&from=QdGRZSggOZeHnp3Z6hmkjw%3D%3D%7CQq6P%2FTQobZ6NYlr7KHtaXQ%3D%3D,https://prod-1.storage.jamendo.com/download/track/271/mp32/,,https://jamen.do/t/271,https://www.jamendo.com/track/271,True,False,https://usercontent.jamendo.com?type=album&id=35&width=300&trackid=271,"{'tags': {'genres': [], 'instruments': [], 'vartags': []}}"
272,David Byrne - My Fair Lady,211,15,Various Artists,va,The WIRED CD : Rip. Sample. Mash. Share.,35,,2,2005-01-09,https://usercontent.jamendo.com?type=album&id=35&width=300&trackid=272,https://prod-1.storage.jamendo.com/?trackid=272&format=mp32&from=3C%2BNSsekhgDTiwqHl1yK2A%3D%3D%7Ct8XNliLv1Mk8ig6rGLowfQ%3D%3D,https://prod-1.storage.jamendo.com/download/track/272/mp32/,,https://jamen.do/t/272,https://www.jamendo.com/track/272,True,False,https://usercontent.jamendo.com?type=album&id=35&width=300&trackid=272,"{'vocalinstrumental': 'vocal', 'gender': 'male', 'speed': 'high', 'tags': {'genres': [], 'instruments': [], 'vartags': []}}"
273,Zap Mama - Wadidyusay?,201,15,Various Artists,va,The WIRED CD : Rip. Sample. Mash. Share.,35,,3,2005-01-09,https://usercontent.jamendo.com?type=album&id=35&width=300&trackid=273,https://prod-1.storage.jamendo.com/?trackid=273&format=mp32&from=hYIKPlkQLJlCilBuNuIGKg%3D%3D%7CE6c2bc%2FQ0p6fAX0AqoKo7w%3D%3D,https://prod-1.storage.jamendo.com/download/track/273/mp32/,,https://jamen.do/t/273,https://www.jamendo.com/track/273,True,False,https://usercontent.jamendo.com?type=album&id=35&width=300&trackid=273,"{'tags': {'genres': [], 'instruments': [], 'vartags': []}}"
274,My Morning Jacket - One Big Holiday,321,15,Various Artists,va,The WIRED CD : Rip. Sample. Mash. Share.,35,,4,2005-01-09,https://usercontent.jamendo.com?type=album&id=35&width=300&trackid=274,https://prod-1.storage.jamendo.com/?trackid=274&format=mp32&from=q505lwBfeEvjd3064MoSOw%3D%3D%7CiFQBH6l7H1SrFf6PPRkqkQ%3D%3D,https://prod-1.storage.jamendo.com/download/track/274/mp32/,,https://jamen.do/t/274,https://www.jamendo.com/track/274,True,False,https://usercontent.jamendo.com?type=album&id=35&width=300&trackid=274,"{'tags': {'genres': [], 'instruments': [], 'vartags': []}}"
275,Spoon - Revenge!,148,15,Various Artists,va,The WIRED CD : Rip. Sample. Mash. Share.,35,,5,2005-01-09,https://usercontent.jamendo.com?type=album&id=35&width=300&trackid=275,https://prod-1.storage.jamendo.com/?trackid=275&format=mp32&from=c3DJao%2F2iSRGPokUZbTUAw%3D%3D%7CgJhLJc1ipnHyG2pEj9Vveg%3D%3D,https://prod-1.storage.jamendo.com/download/track/275/mp32/,,https://jamen.do/t/275,https://www.jamendo.com/track/275,True,False,https://usercontent.jamendo.com?type=album&id=35&width=300&trackid=275,"{'vocalinstrumental': 'instrumental', 'speed': 'medium', 'tags': {'genres': [], 'instruments': [], 'vartags': []}}"
276,Gilberto Gil - Oslodum,238,15,Various Artists,va,The WIRED CD : Rip. Sample. Mash. Share.,35,,6,2005-01-09,https://usercontent.jamendo.com?type=album&id=35&width=300&trackid=276,https://prod-1.storage.jamendo.com/?trackid=276&format=mp32&from=RhgiGpg48CvCAWp9SVBIrw%3D%3D%7CRN8i71Lh6JOOuHITsT5VLQ%3D%3D,https://prod-1.storage.jamendo.com/download/track/276/mp32/,,https://jamen.do/t/276,https://www.jamendo.com/track/276,True,False,https://usercontent.jamendo.com?type=album&id=35&width=300&trackid=276,"{'tags': {'genres': [], 'instruments': [], 'vartags': []}}"
277,Dan The Automator - Relaxation Spa Treatment,205,15,Various Artists,va,The WIRED CD : Rip. Sample. Mash. Share.,35,,7,2005-01-09,https://usercontent.jamendo.com?type=album&id=35&width=300&trackid=277,https://prod-1.storage.jamendo.com/?trackid=277&format=mp32&from=GlJa2q%2Bmb4Grd93z7V94Iw%3D%3D%7CrKRNF9hoDN9FCli%2BVdPXSA%3D%3D,https://prod-1.storage.jamendo.com/download/track/277/mp32/,,https://jamen.do/t/277,https://www.jamendo.com/track/277,True,False,https://usercontent.jamendo.com?type=album&id=35&width=300&trackid=277,"{'vocalinstrumental': 'instrumental', 'speed': 'medium', 'tags': {'genres': [], 'instruments': [], 'vartags': []}}"
278,Thievery Corporation - DC 3000,267,15,Various Artists,va,The WIRED CD : Rip. Sample. Mash. Share.,35,,8,2005-01-09,https://usercontent.jamendo.com?type=album&id=35&width=300&trackid=278,https://prod-1.storage.jamendo.com/?trackid=278&format=mp32&from=O3%2BdGCh%2BoDd0HoAUIZslQw%3D%3D%7CZh1czFqLZ8G3cMIJQAOMiQ%3D%3D,https://prod-1.storage.jamendo.com/download/track/278/mp32/,,https://jamen.do/t/278,https://www.jamendo.com/track/278,True,False,https://usercontent.jamendo.com?type=album&id=35&width=300&trackid=278,"{'tags': {'genres': [], 'instruments': [], 'vartags': []}}"
279,Le Tigre - Fake French,172,15,Various Artists,va,The WIRED CD : Rip. Sample. Mash. Share.,35,,9,2005-01-09,https://usercontent.jamendo.com?type=album&id=35&width=300&trackid=279,https://prod-1.storage.jamendo.com/?trackid=279&format=mp32&from=GhtbdrGKoExn5QokTUtJPA%3D%3D%7CqTeIogqox16UjpKRHyOqTg%3D%3D,https://prod-1.storage.jamendo.com/download/track/279/mp32/,,https://jamen.do/t/279,https://www.jamendo.com/track/279,True,False,https://usercontent.jamendo.com?type=album&id=35&width=300&trackid=279,"{'tags': {'genres': [], 'instruments': [], 'vartags': []}}"
280,Paul Westerberg - Looking Up In Heaven,192,15,Various Artists,va,The WIRED CD : Rip. Sample. Mash. Share.,35,,10,2005-01-09,https://usercontent.jamendo.com?type=album&id=35&width=300&trackid=280,https://prod-1.storage.jamendo.com/?trackid=280&format=mp32&from=ayXvhn%2ByHF7GiPIT62pWOg%3D%3D%7C7R7KPHxj%2Bmv5kLzlS8eojw%3D%3D,https://prod-1.storage.jamendo.com/download/track/280/mp32/,,https://jamen.do/t/280,https://www.jamendo.com/track/280,True,False,https://usercontent.jamendo.com?type=album&id=35&width=300&trackid=280,"{'tags': {'genres': [], 'instruments': [], 'vartags': []}}"
281,Chuck D With Fine Arts Militia  - No Meaning No,192,15,Various Artists,va,The WIRED CD : Rip. Sample. Mash. Share.,35,,11,2005-01-09,https://usercontent.jamendo.com?type=album&id=35&width=300&trackid=281,https://prod-1.storage.jamendo.com/?trackid=281&format=mp32&from=KjeTuPPf14uElMuMwfY%2BCQ%3D%3D%7CHLA46Zu%2BJqzlcO82BqhdSQ%3D%3D,https://prod-1.storage.jamendo.com/download/track/281/mp32/,,https://jamen.do/t/281,https://www.jamendo.com/track/281,True,False,https://usercontent.jamendo.com?type=album&id=35&width=300&trackid=281,"{'vocalinstrumental': 'vocal', 'gender': 'male', 'speed': 'medium', 'tags': {'genres': [], 'instruments': [], 'vartags': []}}"
282,The Rapture - Sister Saviour (Blackstrobe Remix),425,15,Various Artists,va,The WIRED CD : Rip. Sample. Mash. Share.,35,,12,2005-01-09,https://usercontent.jamendo.com?type=album&id=35&width=300&trackid=282,https://prod-1.storage.jamendo.com/?trackid=282&format=mp32&from=AMrGzqMRwTyUJplsRsdLFg%3D%3D%7CUK62MDBTdFMZchsvGIdfPg%3D%3D,https://prod-1.storage.jamendo.com/download/track/282/mp32/,,https://jamen.do/t/282,https://www.jamendo.com/track/282,True,False,https://usercontent.jamendo.com?type=album&id=35&width=300&trackid=282,"{'tags': {'genres': [], 'instruments': [], 'vartags': []}}"
283,Cornelius - Wataridori 2,429,15,Various Artists,va,The WIRED CD : Rip. Sample. Mash. Share.,35,,13,2005-01-09,https://usercontent.jamendo.com?type=album&id=35&width=300&trackid=283,https://prod-1.storage.jamendo.com/?trackid=283&format=mp32&from=uPXZBf8WkN4SxGIV0YSDQw%3D%3D%7CLrefIsPFDq%2FRge4ba5ktNw%3D%3D,https://prod-1.storage.jamendo.com/download/track/283/mp32/,,https://jamen.do/t/283,https://www.jamendo.com/track/283,True,False,https://usercontent.jamendo.com?type=album&id=35&width=300&trackid=283,"{'vocalinstrumental': 'instrumental', 'speed': 'medium', 'tags': {'genres': [], 'instruments': [], 'vartags': []}}"
285,Zé Glisse,226,17,Alchimie,alchimie,Adversité,36,,1,2005-03-24,https://usercontent.jamendo.com?type=album&id=36&width=300&trackid=285,https://prod-1.storage.jamendo.com/?trackid=285&format=mp32&from=Hfjdh8VnXULfLiRF5Imd6Q%3D%3D%7CBz%2BMl3FowwBqElgyW%2BeftQ%3D%3D,https://prod-1.storage.jamendo.com/download/track/285/mp32/,,https://jamen.do/t/285,https://www.jamendo.com/track/285,True,False,https://usercontent.jamendo.com?type=album&id=36&width=300&trackid=285,"{'vocalinstrumental': 'vocal', 'gender': 'male', 'speed': 'medium', 'tags': {'genres': ['pop', 'rock'], 'instruments': [], 'vartags': ['engage']}}"
286,Terroriste terrorisé,305,17,Alchimie,alchimie,Adversité,36,,2,2005-03-24,https://usercontent.jamendo.com?type=album&id=36&width=300&trackid=286,https://prod-1.storage.jamendo.com/?trackid=286&format=mp32&from=NtIUBOoELortSf6cuhys%2FQ%3D%3D%7C0tKI1ORf4EGa4aOjpXVjcg%3D%3D,https://prod-1.storage.jamendo.com/download/track/286/mp32/,,https://jamen.do/t/286,https://www.jamendo.com/track/286,True,False,https://usercontent.jamendo.com?type=album&id=36&width=300&trackid=286,"{'vocalinstrumental': 'vocal', 'gender': 'male', 'speed': 'medium', 'tags': {'genres': ['pop', 'rock'], 'instruments': [], 'vartags': ['engage']}}"
287,Portées Disparues (Femmes sans visage),197,17,Alchimie,alchimie,Adversité,36,,3,2005-03-24,https://usercontent.jamendo.com?type=album&id=36&width=300&trackid=287,https://prod-1.storage.jamendo.com/?trackid=287&format=mp32&from=HbrlzRZN3UH26zGnKvR1oA%3D%3D%7CjSrkow1VwcIbCyPIMK6tYg%3D%3D,https://prod-1.storage.jamendo.com/download/track/287/mp32/,,https://jamen.do/t/287,https://www.jamendo.com/track/287,True,False,https://usercontent.jamendo.com?type=album&id=36&width=300&trackid=287,"{'vocalinstrumental': 'vocal', 'gender': 'male', 'speed': 'medium', 'tags': {'genres': ['pop', 'rock'], 'instruments': [], 'vartags': ['engage']}}"
338,Flight Club,446,16,Godon,godon,Armagodon,43,,1,2005-01-21,https://usercontent.jamendo.com?type=album&id=43&width=300&trackid=338,https://prod-1.storage.jamendo.com/?trackid=338&format=mp32&from=kx4CtxeacGGdjJ0UYEhqEQ%3D%3D%7CxRxGjoVJaxY7KWC%2BPT3UpQ%3D%3D,https://prod-1.storage.jamendo.com/download/track/338/mp32/,,https://jamen.do/t/338,https://www.jamendo.com/track/338,True,False,https://usercontent.jamendo.com?type=album&id=43&width=300&trackid=338,"{'vocalinstrumental': 'instrumental', 'speed': 'medium', 'tags': {'genres': [], 'instruments': [], 'vartags': []}}"
339,Etinamu,275,16,Godon,godon,Armagodon,43,,2,2005-01-21,https://usercontent.jamendo.com?type=album&id=43&width=300&trackid=339,https://prod-1.storage.jamendo.com/?trackid=339&format=mp32&from=Zv2FwRbZulr%2B22yj3YDkuw%3D%3D%7CNpmx12iTpBPcVNtNbeVdxg%3D%3D,https://prod-1.storage.jamendo.com/download/track/339/mp32/,,https://jamen.do/t/339,https://www.jamendo.com/track/339,True,False,https://usercontent.jamendo.com?type=album&id=43&width=300&trackid=339,"{'vocalinstrumental': 'vocal', 'gender': 'male', 'speed': 'medium', 'tags': {'genres': [], 'instruments': [], 'vartags': []}}"
340,Démoncratie,199,16,Godon,godon,Armagodon,43,,3,2005-01-21,https://usercontent.jamendo.com?type=album&id=43&width=300&trackid=340,https://prod-1.storage.jamendo.com/?trackid=340&format=mp32&from=%2BVb7YPaH0qMqDUEyDzcLWA%3D%3D%7CFdms6ud7B3hdOmBw8jqhOg%3D%3D,https://prod-1.storage.jamendo.com/download/track/340/mp32/,,https://jamen.do/t/340,https://www.jamendo.com/track/340,True,False,https://usercontent.jamendo.com?type=album&id=43&width=300&trackid=340,"{'vocalinstrumental': 'vocal', 'gender': 'male', 'speed': 'medium', 'tags': {'genres': [], 'instruments': [], 'vartags': []}}"
341,Mastodonte,325,16,Godon,godon,Armagodon,43,,4,2005-01-21,https://usercontent.jamendo.com?type=album&id=43&width=300&trackid=341,https://prod-1.storage.jamendo.com/?trackid=341&format=mp32&from=BInHcAfEAIjrq52j58KOSw%3D%3D%7Cjs1JvoaO1ty9lYH9BF3miQ%3D%3D,https://prod-1.storage.jamendo.com/download/track/341/mp32/,,https://jamen.do/t/341,https://www.jamendo.com/track/341,True,False,https://usercontent.jamendo.com?type=album&id=43&width=300&trackid=341,"{'vocalinstrumental': 'vocal', 'lang': 'fr', 'gender': 'male', 'acousticelectric': 'electric', 'speed': 'medium', 'tags': {'genres': [], 'instruments': [], 'vartags': []}}"
342,Controverse,306,16,Godon,godon,Armagodon,43,,5,2005-01-21,https://usercontent.jamendo.com?type=album&id=43&width=300&trackid=342,https://prod-1.storage.jamendo.com/?trackid=342&format=mp32&from=zVNC1ne7UVWmhyze5FaKuQ%3D%3D%7CcqaqyErDqBrlSzRwDx29%2Fw%3D%3D,https://prod-1.storage.jamendo.com/download/track/342/mp32/,,https://jamen.do/t/342,https://www.jamendo.com/track/342,True,False,https://usercontent.jamendo.com?type=album&id=43&width=300&trackid=342,"{'vocalinstrumental': 'vocal', 'speed': 'medium', 'tags': {'genres': [], 'instruments': [], 'vartags': []}}"
343,Soul Power,199,16,Godon,godon,Armagodon,43,,6,2005-01-21,https://usercontent.jamendo.com?type=album&id=43&width=300&trackid=343,https://prod-1.storage.jamendo.com/?trackid=343&format=mp32&from=BIf9HVlxNaokOQOJAsPL8Q%3D%3D%7CRr4%2Bda8OQ3MGxwQ5lJttgA%3D%3D,https://prod-1.storage.jamendo.com/download/track/343/mp32/,,https://jamen.do/t/343,https://www.jamendo.com/track/343,True,False,https://usercontent.jamendo.com?type=album&id=43&width=300&trackid=343,"{'vocalinstrumental': 'vocal', 'gender': 'male', 'speed': 'medium', 'tags': {'genres': [], 'instruments': [], 'vartags': []}}"
344,Roots,280,16,Godon,godon,Armagodon,43,,7,2005-01-21,https://usercontent.jamendo.com?type=album&id=43&width=300&trackid=344,https://prod-1.storage.jamendo.com/?trackid=344&format=mp32&from=x%2Boaw8aTTf7Aq378bwL2RQ%3D%3D%7Chco5mJiKWGwSghtl4Avwgw%3D%3D,https://prod-1.storage.jamendo.com/download/track/344/mp32/,,https://jamen.do/t/344,https://www.jamendo.com/track/344,True,False,https://usercontent.jamendo.com?type=album&id=43&width=300&trackid=344,"{'vocalinstrumental': 'vocal', 'gender': 'male', 'speed': 'medium', 'tags': {'genres': [], 'instruments': [], 'vartags': []}}"
345,Le Glas Du Paf,177,16,Godon,godon,Armagodon,43,,8,2005-01-21,https://usercontent.jamendo.com?type=album&id=43&width=300&trackid=345,https://prod-1.storage.jamendo.com/?trackid=345&format=mp32&from=IseSbKuQnKjC5XFFL6%2B7Og%3D%3D%7C5otPI0GYCKpKHVXzpMkf%2Fg%3D%3D,https://prod-1.storage.jamendo.com/download/track/345/mp32/,,https://jamen.do/t/345,https://www.jamendo.com/track/345,True,False,https://usercontent.jamendo.com?type=album&id=43&width=300&trackid=345,"{'vocalinstrumental': 'vocal', 'gender': 'male', 'speed': 'medium', 'tags': {'genres': [], 'instruments': [], 'vartags': []}}"
346,Oil,270,16,Godon,godon,Armagodon,43,,9,2005-01-21,https://usercontent.jamendo.com?type=album&id=43&width=300&trackid=346,https://prod-1.storage.jamendo.com/?trackid=346&format=mp32&from=gnP4NkjojYhilPky8QBxBg%3D%3D%7CUV7QZfFTkrXFZz0rLgNFuw%3D%3D,https://prod-1.storage.jamendo.com/download/track/346/mp32/,,https://jamen.do/t/346,https://www.jamendo.com/track/346,True,False,https://usercontent.jamendo.com?type=album&id=43&width=300&trackid=346,"{'vocalinstrumental': 'vocal', 'gender': 'male', 'speed': 'medium', 'tags': {'genres': [], 'instruments': [], 'vartags': []}}"
347,Transitions,342,16,Godon,godon,Armagodon,43,,10,2005-01-21,https://usercontent.jamendo.com?type=album&id=43&width=300&trackid=347,https://prod-1.storage.jamendo.com/?trackid=347&format=mp32&from=bYo67QgRWOP%2F61PwqYbk8w%3D%3D%7Ca2a2l3s081H6BYNR1uYYIA%3D%3D,https://prod-1.storage.jamendo.com/download/track/347/mp32/,,https://jamen.do/t/347,https://www.jamendo.com/track/347,True,False,https://usercontent.jamendo.com?type=album&id=43&width=300&trackid=347,"{'vocalinstrumental': 'vocal', 'gender': 'male', 'speed': 'medium', 'tags': {'genres': [], 'instruments': [], 'vartags': []}}"
348,Roads Of Life,276,19,DJ Epsilon,djepsilon,Music For Ever,44,,1,2005-01-28,https://usercontent.jamendo.com?type=album&id=44&width=300&trackid=348,https://prod-1.storage.jamendo.com/?trackid=348&format=mp32&from=%2B1gBXQEQVkDWh51hcaU6mw%3D%3D%7CxCTKNh03H2it1XQA22dUjA%3D%3D,https://prod-1.storage.jamendo.com/download/track/348/mp32/,,https://jamen.do/t/348,https://www.jamendo.com/track/348,True,False,https://usercontent.jamendo.com?type=album&id=44&width=300&trackid=348,"{'vocalinstrumental': 'instrumental', 'speed': 'medium', 'tags': {'genres': [], 'instruments': [], 'vartags': []}}"
349,Space Sailors,225,19,DJ Epsilon,djepsilon,Music For Ever,44,,2,2005-01-28,https://usercontent.jamendo.com?type=album&id=44&width=300&trackid=349,https://prod-1.storage.jamendo.com/?trackid=349&format=mp32&from=gAikQF1xqY42DHJCGaf0yw%3D%3D%7CNJ1vCaXLSN2ED4zZPoD31w%3D%3D,https://prod-1.storage.jamendo.com/download/track/349/mp32/,,https://jamen.do/t/349,https://www.jamendo.com/track/349,True,False,https://usercontent.jamendo.com?type=album&id=44&width=300&trackid=349,"{'vocalinstrumental': 'instrumental', 'speed': 'medium', 'tags': {'genres': [], 'instruments': [], 'vartags': []}}"
350,Steel BlackSmith,250,19,DJ Epsilon,djepsilon,Music For Ever,44,,3,2005-01-28,https://usercontent.jamendo.com?type=album&id=44&width=300&trackid=350,https://prod-1.storage.jamendo.com/?trackid=350&format=mp32&from=bBv2YvY1v%2BUByiPBve9maw%3D%3D%7CtyJ8BsPB63QPwvXTHz2zZQ%3D%3D,https://prod-1.storage.jamendo.com/download/track/350/mp32/,,https://jamen.do/t/350,https://www.jamendo.com/track/350,True,False,https://usercontent.jamendo.com?type=album&id=44&width=300&trackid=350,"{'vocalinstrumental': 'instrumental', 'speed': 'medium', 'tags': {'genres': [], 'instruments': [], 'vartags': []}}"
351,The Message,322,19,DJ Epsilon,djepsilon,Music For Ever,44,,4,2005-01-28,https://usercontent.jamendo.com?type=album&id=44&width=300&trackid=351,https://prod-1.storage.jamendo.com/?trackid=351&format=mp32&from=JmXLhY%2BoOsAPwFQkHVaDdg%3D%3D%7CuFhYraWrNFRxJCO1yO1NcQ%3D%3D,https://prod-1.storage.jamendo.com/download/track/351/mp32/,,https://jamen.do/t/351,https://www.jamendo.com/track/351,True,False,https://usercontent.jamendo.com?type=album&id=44&width=300&trackid=351,"{'vocalinstrumental': 'instrumental', 'speed': 'medium', 'tags': {'genres': [], 'instruments': [], 'vartags': []}}"
352,The Project,240,19,DJ Epsilon,djepsilon,Music For Ever,44,,5,2005-01-28,https://usercontent.jamendo.com?type=album&id=44&width=300&trackid=352,https://prod-1.storage.jamendo.com/?trackid=352&format=mp32&from=9vUcn%2BcdnQu8YSMORIzvjg%3D%3D%7C5xGaIG68p8du%2F8b6azd3eQ%3D%3D,https://prod-1.storage.jamendo.com/download/track/352/mp32/,,https://jamen.do/t/352,https://www.jamendo.com/track/352,True,False,https://usercontent.jamendo.com?type=album&id=44&width=300&trackid=352,"{'vocalinstrumental': 'instrumental', 'speed': 'medium', 'tags': {'genres': [], 'instruments': [], 'vartags': []}}"
